1	0.000004
2	0.000003
3	0.000003
4	0.000003
5	0.000003
6	0.000003
7	0.000003
8	0.000003
9	0.000004
10	0.000004
11	0.000003
12	0.000003
13	0.000003
14	0.000003
15	0.000003
16	0.000003
17	0.000003
18	0.000003
19	0.000004
20	0.000004
21	0.000003
22	0.000003
23	0.000003
24	0.000003
25	0.000003
26	0.000003
27	0.000003
28	0.000003
29	0.000003
30	0.000003
31	0.000003
32	0.000003
33	0.000003
34	0.000003
35	0.000003
36	0.000003
37	0.000003
38	0.000003
39	0.000003
40	0.000003
41	0.000003
42	0.000003
43	0.000003
44	0.000003
45	0.000003
46	0.000003
47	0.000003
48	0.000003
49	0.000003
50	0.000003
51	0.000003
52	0.000003
53	0.000003
54	0.000003
55	0.000003
56	0.000003
57	0.000003
58	0.000003
59	0.000003
60	0.000003
61	0.000003
62	0.000003
63	0.000003
64	0.000003
65	0.000003
66	0.000003
67	0.000003
68	0.000003
69	0.000003
70	0.000003
71	0.000003
72	0.000003
73	0.000003
74	0.000003
75	0.000003
76	0.000003
77	0.000003
78	0.000003
79	0.000003
80	0.000004
81	0.000004
82	0.000004
83	0.000003
84	0.000003
85	0.000003
86	0.000003
87	0.000003
88	0.000003
89	0.000004
90	0.000004
91	0.000004
92	0.000004
93	0.000003
94	0.000003
95	0.000003
96	0.000003
97	0.000003
98	0.000004
99	0.000004
100	0.000004
101	0.000003
102	0.000003
103	0.000003
104	0.000003
105	0.000003
106	0.000003
107	0.000003
108	0.000004
109	0.000004
110	0.000003
111	0.000003
112	0.000003
113	0.000003
114	0.000003
115	0.000003
116	0.000003
117	0.000003
118	0.000004
119	0.000004
120	0.000004
121	0.000003
122	0.000003
123	0.000003
124	0.000003
125	0.000003
126	0.000003
127	0.000003
128	0.000003
129	0.000004
130	0.000004
131	0.000003
132	0.000003
133	0.000003
134	0.000003
135	0.000003
136	0.000003
137	0.000003
138	0.000003
139	0.000003
140	0.000003
141	0.000003
142	0.000003
143	0.000003
144	0.000003
145	0.000003
146	0.000003
147	0.000003
148	0.000003
149	0.000003
150	0.000003
151	0.000003
152	0.000003
153	0.000003
154	0.000003
155	0.000003
156	0.000003
157	0.000003
158	0.000003
159	0.000003
160	0.000003
161	0.000003
162	0.000003
163	0.000003
164	0.000003
165	0.000003
166	0.000003
167	0.000003
168	0.000003
169	0.000004
170	0.000004
171	0.000004
172	0.000004
173	0.000003
174	0.000003
175	0.000003
176	0.000003
177	0.000003
178	0.000003
179	0.000004
180	0.000004
181	0.000004
182	0.000004
183	0.000004
184	0.000003
185	0.000003
186	0.000003
187	0.000004
188	0.000004
189	0.000004
190	0.000004
191	0.000003
192	0.000004
193	0.000004
194	0.000003
195	0.000003
196	0.000003
197	0.000004
198	0.000004
199	0.000004
200	0.000004
201	0.000003
202	0.000003
203	0.000004
204	0.000004
205	0.000004
206	0.000004
207	0.000004
208	0.000004
209	0.000003
210	0.000003
211	0.000003
212	0.000003
213	0.000004
214	0.000004
215	0.000004
216	0.000004
217	0.000004
218	0.000004
219	0.000003
220	0.000003
221	0.000004
222	0.000004
223	0.000004
224	0.000004
225	0.000004
226	0.000004
227	0.000004
228	0.000004
229	0.000004
230	0.000004
231	0.000004
232	0.000004
233	0.000004
234	0.000004
235	0.000004
236	0.000004
237	0.000004
238	0.000004
239	0.000004
240	0.000004
241	0.000004
242	0.000004
243	0.000004
244	0.000004
245	0.000004
246	0.000004
247	0.000004
248	0.000004
249	0.000004
250	0.000004
251	0.000004
252	0.000004
253	0.000004
254	0.000004
255	0.000004
256	0.000004
257	0.000004
258	0.000004
259	0.000004
260	0.000004
261	0.000004
262	0.000004
263	0.000004
264	0.000004
265	0.000004
266	0.000004
267	0.000004
268	0.000004
269	0.000004
270	0.000004
271	0.000004
272	0.000004
273	0.000004
274	0.000004
275	0.000004
276	0.000004
277	0.000004
278	0.000004
279	0.000004
280	0.000004
281	0.000003
282	0.000003
283	0.000004
284	0.000004
285	0.000004
286	0.000004
287	0.000004
288	0.000004
289	0.000004
290	0.000003
291	0.000003
292	0.000003
293	0.000004
294	0.000004
295	0.000004
296	0.000004
297	0.000004
298	0.000004
299	0.000003
300	0.000003
301	0.000003
302	0.000003
303	0.000003
304	0.000004
305	0.000004
306	0.000004
307	0.000004
308	0.000003
309	0.000003
310	0.000003
311	0.000003
312	0.000003
313	0.000004
314	0.000004
315	0.000004
316	0.000004
317	0.000004
318	0.000004
319	0.000003
320	0.000003
321	0.000003
322	0.000004
323	0.000004
324	0.000004
325	0.000004
326	0.000004
327	0.000004
328	0.000004
329	0.000004
330	0.000003
331	0.000004
332	0.000004
333	0.000004
334	0.000004
335	0.000004
336	0.000004
337	0.000004
338	0.000004
339	0.000004
340	0.000003
341	0.000004
342	0.000004
343	0.000004
344	0.000004
345	0.000004
346	0.000004
347	0.000004
348	0.000004
349	0.000004
350	0.000004
351	0.000004
352	0.000004
353	0.000004
354	0.000004
355	0.000004
356	0.000004
357	0.000004
358	0.000004
359	0.000004
360	0.000004
361	0.000004
362	0.000004
363	0.000004
364	0.000004
365	0.000004
366	0.000004
367	0.000004
368	0.000004
369	0.000004
370	0.000003
371	0.000003
372	0.000004
373	0.000004
374	0.000004
375	0.000004
376	0.000004
377	0.000004
378	0.000004
379	0.000004
380	0.000003
381	0.000003
382	0.000003
383	0.000004
384	0.000004
385	0.000004
386	0.000004
387	0.000004
388	0.000004
389	0.000003
390	0.000003
391	0.000003
392	0.000003
393	0.000003
394	0.000003
395	0.000004
396	0.000004
397	0.000003
398	0.000003
399	0.000003
400	0.000003
401	0.000003
402	0.000003
403	0.000003
404	0.000003
405	0.000003
406	0.000003
407	0.000003
408	0.000003
409	0.000003
410	0.000003
411	0.000003
412	0.000003
413	0.000003
414	0.000004
415	0.000004
416	0.000004
417	0.000004
418	0.000003
419	0.000003
420	0.000003
421	0.000003
422	0.000003
423	0.000004
424	0.000004
425	0.000004
426	0.000004
427	0.000004
428	0.000004
429	0.000003
430	0.000003
431	0.000003
432	0.000004
433	0.000004
434	0.000004
435	0.000004
436	0.000004
437	0.000004
438	0.000004
439	0.000003
440	0.000003
441	0.000003
442	0.000004
443	0.000004
444	0.000004
445	0.000004
446	0.000004
447	0.000004
448	0.000004
449	0.000004
450	0.000003
451	0.000003
452	0.000004
453	0.000004
454	0.000004
455	0.000004
456	0.000004
457	0.000004
458	0.000004
459	0.000004
460	0.000003
461	0.000003
462	0.000004
463	0.000004
464	0.000004
465	0.000004
466	0.000004
467	0.000004
468	0.000004
469	0.000003
470	0.000003
471	0.000003
472	0.000003
473	0.000004
474	0.000004
475	0.000004
476	0.000004
477	0.000004
478	0.000004
479	0.000003
480	0.000003
481	0.000003
482	0.000003
483	0.000003
484	0.000003
485	0.000004
486	0.000004
487	0.000003
488	0.000003
489	0.000003
490	0.000003
491	0.000003
492	0.000003
493	0.000003
494	0.000003
495	0.000003
496	0.000003
497	0.000003
498	0.000003
499	0.000003
500	0.000003
501	0.000002
502	0.000002
503	0.000003
504	0.000003
505	0.000003
506	0.000003
507	0.000003
508	0.000003
509	0.000002
510	0.000002
511	0.000002
512	0.000003
513	0.000003
514	0.000003
515	0.000003
516	0.000003
517	0.000003
518	0.000003
519	0.000003
520	0.000002
521	0.000003
522	0.000003
523	0.000004
524	0.000004
525	0.000004
526	0.000004
527	0.000004
528	0.000004
529	0.000003
530	0.000003
531	0.000003
532	0.000003
533	0.000004
534	0.000004
535	0.000005
536	0.000005
537	0.000004
538	0.000004
539	0.000003
540	0.000003
